year,mfr_name,division,model,cyl,displ,mpg_unadj_comb,mpg_adj_comb
2021,Mercedes-Benz,Mercedes-Benz,AMG GLS 63 4MATIC+,8,4,20.45,16
2021,Mercedes-Benz,Mercedes-Benz,G 550,8,4,23.417,18
2021,Mercedes-Benz,Mercedes-Benz,GLE 450 4MATIC,6,3,29.858,23
2021,Mercedes-Benz,Mercedes-Benz,GLE 580 4MATIC,8,4,24.865,19
2021,Mercedes-Benz,Mercedes-Benz,GLS 450 4MATIC,6,3,28.145,21
2021,Mercedes-Benz,Mercedes-Benz,GLS 580 4MATIC,8,4,23.379,18
2021,Mercedes-Benz,Mercedes-Benz,GLS 600 4MATIC Maybach,8,4,21.215,16
2021,Nissan,NISSAN,ARMADA 4WD,8,5.6,20.086,15
2021,Nissan,NISSAN,ARMADA 4WD,8,5.6,19.967,15
2021,Porsche,Porsche,Cayenne,6,3,26.8,20
2021,Porsche,Porsche,Cayenne Coupé,6,3,26.486,20
2021,Porsche,Porsche,Cayenne GTS,8,4,21.305,17
2021,Porsche,Porsche,Cayenne GTS Coupe,8,4,22.231,17
2021,Porsche,Porsche,Cayenne S,6,2.9,25.759,20
2021,Porsche,Porsche,Cayenne S Coupé,6,2.9,24.898,19
2021,Porsche,Porsche,Cayenne Turbo,8,4,21.874,17
2021,Porsche,Porsche,Cayenne Turbo Coupé,8,4,21.335,17
2021,Subaru,Subaru,ASCENT AWD,4,2.4,30.316,23
2021,Subaru,Subaru,ASCENT LIMITED/TOURING AWD,4,2.4,29.015,22
2021,Toyota,TOYOTA,4RUNNER 4WD,6,4,22.718,17
2021,Toyota,TOYOTA,4RUNNER 4WD,6,4,22.718,17
2021,Toyota,TOYOTA,HIGHLANDER HYBRID AWD,4,2.5,47.052,35
2021,Toyota,TOYOTA,HIGHLANDER HYBRID AWD LTD/PLAT,4,2.5,47.648,35
2021,Toyota,TOYOTA,LAND CRUISER WAGON 4WD,8,5.7,18.543,14
2021,Toyota,TOYOTA,SEQUOIA 4WD,8,5.7,18.331,14
2021,Volkswagen Group of,Volkswagen,Atlas 4Motion,6,3.6,23.529,18
2021,Volvo,"Volvo Cars of North America, LLC",XC90 AWD,4,2,29.47,22
2021,Volvo,"Volvo Cars of North America, LLC",XC90 AWD,4,2,30.783,23
